"scientificname","group","basetree","Species_Name","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"Myotis rufopictus","Mammals","mammaltree","Myotis_rufopictus","Myotis_rufopictus_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Myotis schaubi","Mammals","mammaltree","Myotis_schaubi","Myotis_schaubi_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_schaubi",3,0,"sampled","PC17_VespertilionidRelated"
"Myotis scotti","Mammals","mammaltree","Myotis_scotti","Myotis_scotti_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_scotti",1,0,"sampled","PC17_VespertilionidRelated"
"Myotis secundus","Mammals","mammaltree","Myotis_secundus","Myotis_secundus_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Myotis septentrionalis","Mammals","mammaltree","Myotis_septentrionalis","Myotis_septentrionalis_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_septentrionalis",4,0,"sampled","PC17_VespertilionidRelated"
"Myotis sicarius","Mammals","mammaltree","Myotis_sicarius","Myotis_sicarius_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_sicarius",1,0,"sampled","PC17_VespertilionidRelated"
"Myotis siligorensis","Mammals","mammaltree","Myotis_siligorensis","Myotis_siligorensis_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_siligorensis",3,0,"sampled","PC17_VespertilionidRelated"
"Myotis simus","Mammals","mammaltree","Myotis_simus","Myotis_simus_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_simus",3,0,"sampled","PC17_VespertilionidRelated"
"Myotis sodalis","Mammals","mammaltree","Myotis_sodalis","Myotis_sodalis_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_sodalis",3,0,"sampled","PC17_VespertilionidRelated"
"Myotis soror","Mammals","mammaltree","Myotis_soror","Myotis_soror_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Myotis stalkeri","Mammals","mammaltree","Myotis_stalkeri","Myotis_stalkeri_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_stalkeri",0,0,"imputed","PC17_VespertilionidRelated"
"Myotis thysanodes","Mammals","mammaltree","Myotis_thysanodes","Myotis_thysanodes_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_thysanodes",5,0,"sampled","PC17_VespertilionidRelated"
"Myotis tricolor","Mammals","mammaltree","Myotis_tricolor","Myotis_tricolor_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_tricolor",1,0,"sampled","PC17_VespertilionidRelated"
"Myotis velifer","Mammals","mammaltree","Myotis_velifer","Myotis_velifer_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_velifer",8,0,"sampled","PC17_VespertilionidRelated"
"Myotis vivesi","Mammals","mammaltree","Myotis_vivesi","Myotis_vivesi_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_vivesi",1,0,"sampled","PC17_VespertilionidRelated"
"Myotis volans","Mammals","mammaltree","Myotis_volans","Myotis_volans_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_volans",4,0,"sampled","PC17_VespertilionidRelated"
"Myotis welwitschii","Mammals","mammaltree","Myotis_welwitschii","Myotis_welwitschii_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_welwitschii",3,0,"sampled","PC17_VespertilionidRelated"
"Myotis yanbarensis","Mammals","mammaltree","Myotis_yanbarensis","Myotis_yanbarensis_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_yanbarensis",3,0,"sampled","PC17_VespertilionidRelated"
"Myotis yumanensis","Mammals","mammaltree","Myotis_yumanensis","Myotis_yumanensis_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_yumanensis",4,0,"sampled","PC17_VespertilionidRelated"
"Mystacina robusta","Mammals","mammaltree","Mystacina_robusta","Mystacina_robusta_MYSTACINIDAE_CHIROPTERA","Mystacina","MYSTACINIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mystacina_robusta",0,0,"imputed","PC16_PhyllostomidRelated"
"Mystacina tuberculata","Mammals","mammaltree","Mystacina_tuberculata","Mystacina_tuberculata_MYSTACINIDAE_CHIROPTERA","Mystacina","MYSTACINIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mystacina_tuberculata",21,0,"sampled","PC16_PhyllostomidRelated"
"Myzopoda aurita","Mammals","mammaltree","Myzopoda_aurita","Myzopoda_aurita_MYZOPODIDAE_CHIROPTERA","Myzopoda","MYZOPODIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myzopoda_aurita",16,0,"sampled","PC16_PhyllostomidRelated"
"Myzopoda schliemanni","Mammals","mammaltree","Myzopoda_schliemanni","Myzopoda_schliemanni_MYZOPODIDAE_CHIROPTERA","Myzopoda","MYZOPODIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Nanonycteris veldkampii","Mammals","mammaltree","Nanonycteris_veldkampii","Nanonycteris_veldkampii_PTEROPODIDAE_CHIROPTERA","Nanonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nanonycteris_veldkampii",6,0,"sampled","PC19_Yinpterochiroptera"
"Natalus espiritosantensis","Mammals","mammaltree","Natalus_espiritosantensis","Natalus_espiritosantensis_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Natalus jamaicensis","Mammals","mammaltree","Natalus_jamaicensis","Natalus_jamaicensis_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Natalus_jamaicensis",2,0,"sampled","PC17_VespertilionidRelated"
"Natalus lanatus","Mammals","mammaltree","Natalus_lanatus","Natalus_lanatus_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Natalus major","Mammals","mammaltree","Natalus_major","Natalus_major_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Natalus_major",2,0,"sampled","PC17_VespertilionidRelated"
"Natalus mexicanus","Mammals","mammaltree","Natalus_mexicanus","Natalus_mexicanus_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Natalus primus","Mammals","mammaltree","Natalus_primus","Natalus_primus_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Natalus_primus",0,0,"imputed","PC17_VespertilionidRelated"
"Natalus saturatus","Mammals","mammaltree","Natalus_saturatus","Natalus_saturatus_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,2,0,"sampled","PC17_VespertilionidRelated"
"Natalus stramineus","Mammals","mammaltree","Natalus_stramineus","Natalus_stramineus_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Natalus_stramineus",25,0,"sampled","PC17_VespertilionidRelated"
"Natalus tumidirostris","Mammals","mammaltree","Natalus_tumidirostris","Natalus_tumidirostris_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Natalus_tumidirostris",4,0,"sampled","PC17_VespertilionidRelated"
"Neonycteris pusilla","Mammals","mammaltree","Neonycteris_pusilla","Neonycteris_pusilla_PHYLLOSTOMIDAE_CHIROPTERA","Neonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neonycteris_pusilla",0,0,"imputed","PC16_PhyllostomidRelated"
"Neopteryx frosti","Mammals","mammaltree","Neopteryx_frosti","Neopteryx_frosti_PTEROPODIDAE_CHIROPTERA","Neopteryx","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Neopteryx_frosti",0,0,"imputed","PC19_Yinpterochiroptera"
"Neoromicia brunnea","Mammals","mammaltree","Neoromicia_brunnea","Neoromicia_brunnea_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,5,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia capensis","Mammals","mammaltree","Neoromicia_capensis","Neoromicia_capensis_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_capensis",4,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia flavescens","Mammals","mammaltree","Neoromicia_flavescens","Neoromicia_flavescens_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_flavescens",0,0,"imputed","PC17_VespertilionidRelated"
"Neoromicia guineensis","Mammals","mammaltree","Neoromicia_guineensis","Neoromicia_guineensis_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_guineensis",3,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia helios","Mammals","mammaltree","Neoromicia_helios","Neoromicia_helios_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_helios",0,0,"imputed","PC17_VespertilionidRelated"
"Neoromicia malagasyensis","Mammals","mammaltree","Neoromicia_malagasyensis","Neoromicia_malagasyensis_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia matroka","Mammals","mammaltree","Neoromicia_matroka","Neoromicia_matroka_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia melckorum","Mammals","mammaltree","Neoromicia_melckorum","Neoromicia_melckorum_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_melckorum",0,0,"imputed","PC17_VespertilionidRelated"
"Neoromicia nana","Mammals","mammaltree","Neoromicia_nana","Neoromicia_nana_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia rendalli","Mammals","mammaltree","Neoromicia_rendalli","Neoromicia_rendalli_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_rendalli",4,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia robertsi","Mammals","mammaltree","Neoromicia_robertsi","Neoromicia_robertsi_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia roseveari","Mammals","mammaltree","Neoromicia_roseveari","Neoromicia_roseveari_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia somalica","Mammals","mammaltree","Neoromicia_somalica","Neoromicia_somalica_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,6,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia tenuipinnis","Mammals","mammaltree","Neoromicia_tenuipinnis","Neoromicia_tenuipinnis_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_tenuipinnis",2,0,"sampled","PC17_VespertilionidRelated"
"Neoromicia zuluensis","Mammals","mammaltree","Neoromicia_zuluensis","Neoromicia_zuluensis_VESPERTILIONIDAE_CHIROPTERA","Neoromicia","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Neoromicia_zuluensis",0,0,"imputed","PC17_VespertilionidRelated"
"Noctilio albiventris","Mammals","mammaltree","Noctilio_albiventris","Noctilio_albiventris_NOCTILIONIDAE_CHIROPTERA","Noctilio","NOCTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Noctilio_albiventris",21,0,"sampled","PC16_PhyllostomidRelated"
"Noctilio leporinus","Mammals","mammaltree","Noctilio_leporinus","Noctilio_leporinus_NOCTILIONIDAE_CHIROPTERA","Noctilio","NOCTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Noctilio_leporinus",14,0,"sampled","PC16_PhyllostomidRelated"
"Notopteris macdonaldi","Mammals","mammaltree","Notopteris_macdonaldi","Notopteris_macdonaldi_PTEROPODIDAE_CHIROPTERA","Notopteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Notopteris_macdonaldi",0,0,"imputed","PC19_Yinpterochiroptera"
"Notopteris neocaledonica","Mammals","mammaltree","Notopteris_neocaledonica","Notopteris_neocaledonica_PTEROPODIDAE_CHIROPTERA","Notopteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Notopteris_neocaledonica",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctalus aviator","Mammals","mammaltree","Nyctalus_aviator","Nyctalus_aviator_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_aviator",2,0,"sampled","PC17_VespertilionidRelated"
"Nyctalus azoreum","Mammals","mammaltree","Nyctalus_azoreum","Nyctalus_azoreum_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_azoreum",1,0,"sampled","PC17_VespertilionidRelated"
"Nyctalus furvus","Mammals","mammaltree","Nyctalus_furvus","Nyctalus_furvus_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_furvus",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctalus lasiopterus","Mammals","mammaltree","Nyctalus_lasiopterus","Nyctalus_lasiopterus_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_lasiopterus",3,0,"sampled","PC17_VespertilionidRelated"
"Nyctalus leisleri","Mammals","mammaltree","Nyctalus_leisleri","Nyctalus_leisleri_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_leisleri",5,0,"sampled","PC17_VespertilionidRelated"
"Nyctalus montanus","Mammals","mammaltree","Nyctalus_montanus","Nyctalus_montanus_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_montanus",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctalus noctula","Mammals","mammaltree","Nyctalus_noctula","Nyctalus_noctula_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_noctula",6,0,"sampled","PC17_VespertilionidRelated"
"Nyctalus plancyi","Mammals","mammaltree","Nyctalus_plancyi","Nyctalus_plancyi_VESPERTILIONIDAE_CHIROPTERA","Nyctalus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctalus_plancyi",3,0,"sampled","PC17_VespertilionidRelated"
"Nycteris arge","Mammals","mammaltree","Nycteris_arge","Nycteris_arge_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_arge",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris aurita","Mammals","mammaltree","Nycteris_aurita","Nycteris_aurita_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_aurita",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris gambiensis","Mammals","mammaltree","Nycteris_gambiensis","Nycteris_gambiensis_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_gambiensis",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris grandis","Mammals","mammaltree","Nycteris_grandis","Nycteris_grandis_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_grandis",10,0,"sampled","PC18_EmballonuridRelated"
"Nycteris hispida","Mammals","mammaltree","Nycteris_hispida","Nycteris_hispida_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_hispida",4,0,"sampled","PC18_EmballonuridRelated"
"Nycteris intermedia","Mammals","mammaltree","Nycteris_intermedia","Nycteris_intermedia_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_intermedia",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris javanica","Mammals","mammaltree","Nycteris_javanica","Nycteris_javanica_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_javanica",1,0,"sampled","PC18_EmballonuridRelated"
"Nycteris macrotis","Mammals","mammaltree","Nycteris_macrotis","Nycteris_macrotis_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_macrotis",1,0,"sampled","PC18_EmballonuridRelated"
"Nycteris madagascariensis","Mammals","mammaltree","Nycteris_madagascariensis","Nycteris_madagascariensis_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_madagascariensis",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris major","Mammals","mammaltree","Nycteris_major","Nycteris_major_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_major",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris nana","Mammals","mammaltree","Nycteris_nana","Nycteris_nana_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_nana",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris parisii","Mammals","mammaltree","Nycteris_parisii","Nycteris_parisii_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_parisii",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris thebaica","Mammals","mammaltree","Nycteris_thebaica","Nycteris_thebaica_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_thebaica",16,0,"sampled","PC18_EmballonuridRelated"
"Nycteris tragata","Mammals","mammaltree","Nycteris_tragata","Nycteris_tragata_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_tragata",3,0,"sampled","PC18_EmballonuridRelated"
"Nycteris vinsoni","Mammals","mammaltree","Nycteris_vinsoni","Nycteris_vinsoni_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_vinsoni",0,0,"imputed","PC18_EmballonuridRelated"
"Nycteris woodi","Mammals","mammaltree","Nycteris_woodi","Nycteris_woodi_NYCTERIDAE_CHIROPTERA","Nycteris","NYCTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycteris_woodi",0,0,"imputed","PC18_EmballonuridRelated"
"Nycticeinops schlieffeni","Mammals","mammaltree","Nycticeinops_schlieffeni","Nycticeinops_schlieffeni_VESPERTILIONIDAE_CHIROPTERA","Nycticeinops","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycticeinops_schlieffeni",3,0,"sampled","PC17_VespertilionidRelated"
"Nycticeius aenobarbus","Mammals","mammaltree","Nycticeius_aenobarbus","Nycticeius_aenobarbus_VESPERTILIONIDAE_CHIROPTERA","Nycticeius","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycticeius_aenobarbus",0,0,"imputed","PC17_VespertilionidRelated"
"Nycticeius cubanus","Mammals","mammaltree","Nycticeius_cubanus","Nycticeius_cubanus_VESPERTILIONIDAE_CHIROPTERA","Nycticeius","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycticeius_cubanus",0,0,"imputed","PC17_VespertilionidRelated"
"Nycticeius humeralis","Mammals","mammaltree","Nycticeius_humeralis","Nycticeius_humeralis_VESPERTILIONIDAE_CHIROPTERA","Nycticeius","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nycticeius_humeralis",2,0,"sampled","PC17_VespertilionidRelated"
"Nyctiellus lepidus","Mammals","mammaltree","Nyctiellus_lepidus","Nyctiellus_lepidus_NATALIDAE_CHIROPTERA","Nyctiellus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctiellus_lepidus",2,0,"sampled","PC17_VespertilionidRelated"
"Nyctimene aello","Mammals","mammaltree","Nyctimene_aello","Nyctimene_aello_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_aello",1,0,"sampled","PC19_Yinpterochiroptera"
"Nyctimene albiventer","Mammals","mammaltree","Nyctimene_albiventer","Nyctimene_albiventer_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_albiventer",29,0,"sampled","PC19_Yinpterochiroptera"
"Nyctimene cephalotes","Mammals","mammaltree","Nyctimene_cephalotes","Nyctimene_cephalotes_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_cephalotes",5,0,"sampled","PC19_Yinpterochiroptera"
"Nyctimene certans","Mammals","mammaltree","Nyctimene_certans","Nyctimene_certans_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_certans",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene cyclotis","Mammals","mammaltree","Nyctimene_cyclotis","Nyctimene_cyclotis_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_cyclotis",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene draconilla","Mammals","mammaltree","Nyctimene_draconilla","Nyctimene_draconilla_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_draconilla",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene keasti","Mammals","mammaltree","Nyctimene_keasti","Nyctimene_keasti_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_keasti",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene major","Mammals","mammaltree","Nyctimene_major","Nyctimene_major_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_major",1,0,"sampled","PC19_Yinpterochiroptera"
"Nyctimene malaitensis","Mammals","mammaltree","Nyctimene_malaitensis","Nyctimene_malaitensis_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_malaitensis",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene masalai","Mammals","mammaltree","Nyctimene_masalai","Nyctimene_masalai_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_masalai",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene minutus","Mammals","mammaltree","Nyctimene_minutus","Nyctimene_minutus_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_minutus",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene rabori","Mammals","mammaltree","Nyctimene_rabori","Nyctimene_rabori_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_rabori",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene robinsoni","Mammals","mammaltree","Nyctimene_robinsoni","Nyctimene_robinsoni_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_robinsoni",5,0,"sampled","PC19_Yinpterochiroptera"
