"scientificname","group","basetree","Species_Name","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"Sturnira erythromos","Mammals","mammaltree","Sturnira_erythromos","Sturnira_erythromos_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_erythromos",4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira hondurensis","Mammals","mammaltree","Sturnira_hondurensis","Sturnira_hondurensis_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira koopmanhilli","Mammals","mammaltree","Sturnira_koopmanhilli","Sturnira_koopmanhilli_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira lilium","Mammals","mammaltree","Sturnira_lilium","Sturnira_lilium_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_lilium",3,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira ludovici","Mammals","mammaltree","Sturnira_ludovici","Sturnira_ludovici_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_ludovici",6,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira luisi","Mammals","mammaltree","Sturnira_luisi","Sturnira_luisi_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_luisi",5,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira magna","Mammals","mammaltree","Sturnira_magna","Sturnira_magna_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_magna",6,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira mistratensis","Mammals","mammaltree","Sturnira_mistratensis","Sturnira_mistratensis_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_mistratensis",0,0,"imputed","PC16_PhyllostomidRelated"
"Sturnira mordax","Mammals","mammaltree","Sturnira_mordax","Sturnira_mordax_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_mordax",3,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira nana","Mammals","mammaltree","Sturnira_nana","Sturnira_nana_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_nana",1,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira oporaphilum","Mammals","mammaltree","Sturnira_oporaphilum","Sturnira_oporaphilum_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_oporaphilum",4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira parvidens","Mammals","mammaltree","Sturnira_parvidens","Sturnira_parvidens_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira paulsoni","Mammals","mammaltree","Sturnira_paulsoni","Sturnira_paulsoni_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira perla","Mammals","mammaltree","Sturnira_perla","Sturnira_perla_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira sorianoi","Mammals","mammaltree","Sturnira_sorianoi","Sturnira_sorianoi_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Sturnira tildae","Mammals","mammaltree","Sturnira_tildae","Sturnira_tildae_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_tildae",9,0,"sampled","PC16_PhyllostomidRelated"
"Styloctenium mindorensis","Mammals","mammaltree","Styloctenium_mindorensis","Styloctenium_mindorensis_PTEROPODIDAE_CHIROPTERA","Styloctenium","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,3,0,"sampled","PC19_Yinpterochiroptera"
"Styloctenium wallacei","Mammals","mammaltree","Styloctenium_wallacei","Styloctenium_wallacei_PTEROPODIDAE_CHIROPTERA","Styloctenium","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Styloctenium_wallacei",2,0,"sampled","PC19_Yinpterochiroptera"
"Submyotodon latirostris","Mammals","mammaltree","Submyotodon_latirostris","Submyotodon_latirostris_VESPERTILIONIDAE_CHIROPTERA","Submyotodon","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Syconycteris australis","Mammals","mammaltree","Syconycteris_australis","Syconycteris_australis_PTEROPODIDAE_CHIROPTERA","Syconycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Syconycteris_australis",5,0,"sampled","PC19_Yinpterochiroptera"
"Syconycteris carolinae","Mammals","mammaltree","Syconycteris_carolinae","Syconycteris_carolinae_PTEROPODIDAE_CHIROPTERA","Syconycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Syconycteris_carolinae",0,0,"imputed","PC19_Yinpterochiroptera"
"Syconycteris hobbit","Mammals","mammaltree","Syconycteris_hobbit","Syconycteris_hobbit_PTEROPODIDAE_CHIROPTERA","Syconycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Syconycteris_hobbit",0,0,"imputed","PC19_Yinpterochiroptera"
"Tadarida aegyptiaca","Mammals","mammaltree","Tadarida_aegyptiaca","Tadarida_aegyptiaca_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_aegyptiaca",2,0,"sampled","PC17_VespertilionidRelated"
"Tadarida australis","Mammals","mammaltree","Tadarida_australis","Tadarida_australis_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_australis",0,0,"imputed","PC17_VespertilionidRelated"
"Tadarida brasiliensis","Mammals","mammaltree","Tadarida_brasiliensis","Tadarida_brasiliensis_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_brasiliensis",28,0,"sampled","PC17_VespertilionidRelated"
"Tadarida fulminans","Mammals","mammaltree","Tadarida_fulminans","Tadarida_fulminans_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_fulminans",3,0,"sampled","PC17_VespertilionidRelated"
"Tadarida insignis","Mammals","mammaltree","Tadarida_insignis","Tadarida_insignis_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_insignis",2,0,"sampled","PC17_VespertilionidRelated"
"Tadarida jobimena","Mammals","mammaltree","Tadarida_jobimena","Tadarida_jobimena_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,3,0,"sampled","PC17_VespertilionidRelated"
"Tadarida kuboriensis","Mammals","mammaltree","Tadarida_kuboriensis","Tadarida_kuboriensis_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_kuboriensis",0,0,"imputed","PC17_VespertilionidRelated"
"Tadarida latouchei","Mammals","mammaltree","Tadarida_latouchei","Tadarida_latouchei_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_latouchei",0,0,"imputed","PC17_VespertilionidRelated"
"Tadarida lobata","Mammals","mammaltree","Tadarida_lobata","Tadarida_lobata_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_lobata",0,0,"imputed","PC17_VespertilionidRelated"
"Tadarida teniotis","Mammals","mammaltree","Tadarida_teniotis","Tadarida_teniotis_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_teniotis",3,0,"sampled","PC17_VespertilionidRelated"
"Tadarida ventralis","Mammals","mammaltree","Tadarida_ventralis","Tadarida_ventralis_MOLOSSIDAE_CHIROPTERA","Tadarida","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tadarida_ventralis",0,0,"imputed","PC17_VespertilionidRelated"
"Taphozous achates","Mammals","mammaltree","Taphozous_achates","Taphozous_achates_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_achates",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous australis","Mammals","mammaltree","Taphozous_australis","Taphozous_australis_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_australis",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous georgianus","Mammals","mammaltree","Taphozous_georgianus","Taphozous_georgianus_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_georgianus",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous hamiltoni","Mammals","mammaltree","Taphozous_hamiltoni","Taphozous_hamiltoni_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_hamiltoni",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous hildegardeae","Mammals","mammaltree","Taphozous_hildegardeae","Taphozous_hildegardeae_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_hildegardeae",1,0,"sampled","PC18_EmballonuridRelated"
"Taphozous hilli","Mammals","mammaltree","Taphozous_hilli","Taphozous_hilli_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_hilli",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous kapalgensis","Mammals","mammaltree","Taphozous_kapalgensis","Taphozous_kapalgensis_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_kapalgensis",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous longimanus","Mammals","mammaltree","Taphozous_longimanus","Taphozous_longimanus_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_longimanus",1,0,"sampled","PC18_EmballonuridRelated"
"Taphozous mauritianus","Mammals","mammaltree","Taphozous_mauritianus","Taphozous_mauritianus_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_mauritianus",1,0,"sampled","PC18_EmballonuridRelated"
"Taphozous melanopogon","Mammals","mammaltree","Taphozous_melanopogon","Taphozous_melanopogon_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_melanopogon",4,0,"sampled","PC18_EmballonuridRelated"
"Taphozous nudiventris","Mammals","mammaltree","Taphozous_nudiventris","Taphozous_nudiventris_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_nudiventris",13,0,"sampled","PC18_EmballonuridRelated"
"Taphozous perforatus","Mammals","mammaltree","Taphozous_perforatus","Taphozous_perforatus_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_perforatus",1,0,"sampled","PC18_EmballonuridRelated"
"Taphozous theobaldi","Mammals","mammaltree","Taphozous_theobaldi","Taphozous_theobaldi_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_theobaldi",0,0,"imputed","PC18_EmballonuridRelated"
"Taphozous troughtoni","Mammals","mammaltree","Taphozous_troughtoni","Taphozous_troughtoni_EMBALLONURIDAE_CHIROPTERA","Taphozous","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Taphozous_troughtoni",0,0,"imputed","PC18_EmballonuridRelated"
"Thoopterus nigrescens","Mammals","mammaltree","Thoopterus_nigrescens","Thoopterus_nigrescens_PTEROPODIDAE_CHIROPTERA","Thoopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Thoopterus_nigrescens",2,0,"sampled","PC19_Yinpterochiroptera"
"Thoopterus suhaniahae","Mammals","mammaltree","Thoopterus_suhaniahae","Thoopterus_suhaniahae_PTEROPODIDAE_CHIROPTERA","Thoopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,0,0,"imputed","PC19_Yinpterochiroptera"
"Thyroptera devivoi","Mammals","mammaltree","Thyroptera_devivoi","Thyroptera_devivoi_THYROPTERIDAE_CHIROPTERA","Thyroptera","THYROPTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Thyroptera discifera","Mammals","mammaltree","Thyroptera_discifera","Thyroptera_discifera_THYROPTERIDAE_CHIROPTERA","Thyroptera","THYROPTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Thyroptera_discifera",2,0,"sampled","PC16_PhyllostomidRelated"
"Thyroptera lavali","Mammals","mammaltree","Thyroptera_lavali","Thyroptera_lavali_THYROPTERIDAE_CHIROPTERA","Thyroptera","THYROPTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Thyroptera_lavali",1,0,"sampled","PC16_PhyllostomidRelated"
"Thyroptera tricolor","Mammals","mammaltree","Thyroptera_tricolor","Thyroptera_tricolor_THYROPTERIDAE_CHIROPTERA","Thyroptera","THYROPTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Thyroptera_tricolor",18,0,"sampled","PC16_PhyllostomidRelated"
"Thyroptera wynneae","Mammals","mammaltree","Thyroptera_wynneae","Thyroptera_wynneae_THYROPTERIDAE_CHIROPTERA","Thyroptera","THYROPTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Tomopeas ravus","Mammals","mammaltree","Tomopeas_ravus","Tomopeas_ravus_MOLOSSIDAE_CHIROPTERA","Tomopeas","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tomopeas_ravus",0,0,"imputed","PC17_VespertilionidRelated"
"Tonatia bidens","Mammals","mammaltree","Tonatia_bidens","Tonatia_bidens_PHYLLOSTOMIDAE_CHIROPTERA","Tonatia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tonatia_bidens",6,0,"sampled","PC16_PhyllostomidRelated"
"Tonatia saurophila","Mammals","mammaltree","Tonatia_saurophila","Tonatia_saurophila_PHYLLOSTOMIDAE_CHIROPTERA","Tonatia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tonatia_saurophila",9,0,"sampled","PC16_PhyllostomidRelated"
"Trachops cirrhosus","Mammals","mammaltree","Trachops_cirrhosus","Trachops_cirrhosus_PHYLLOSTOMIDAE_CHIROPTERA","Trachops","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Trachops_cirrhosus",8,0,"sampled","PC16_PhyllostomidRelated"
"Triaenops afer","Mammals","mammaltree","Triaenops_afer","Triaenops_afer_HIPPOSIDERIDAE_CHIROPTERA","Triaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,1,0,"sampled","PC19_Yinpterochiroptera"
"Triaenops menamena","Mammals","mammaltree","Triaenops_menamena","Triaenops_menamena_HIPPOSIDERIDAE_CHIROPTERA","Triaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,8,0,"sampled","PC19_Yinpterochiroptera"
"Triaenops parvus","Mammals","mammaltree","Triaenops_parvus","Triaenops_parvus_HIPPOSIDERIDAE_CHIROPTERA","Triaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,0,0,"imputed","PC19_Yinpterochiroptera"
"Triaenops persicus","Mammals","mammaltree","Triaenops_persicus","Triaenops_persicus_HIPPOSIDERIDAE_CHIROPTERA","Triaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Triaenops_persicus",9,0,"sampled","PC19_Yinpterochiroptera"
"Triaenops rufus","Mammals","mammaltree","Triaenops_rufus","Triaenops_rufus_HIPPOSIDERIDAE_CHIROPTERA","Triaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Triaenops_rufus",1,0,"sampled","PC19_Yinpterochiroptera"
"Trinycteris nicefori","Mammals","mammaltree","Trinycteris_nicefori","Trinycteris_nicefori_PHYLLOSTOMIDAE_CHIROPTERA","Trinycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Trinycteris_nicefori",6,0,"sampled","PC16_PhyllostomidRelated"
"Tylonycteris pachypus","Mammals","mammaltree","Tylonycteris_pachypus","Tylonycteris_pachypus_VESPERTILIONIDAE_CHIROPTERA","Tylonycteris","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tylonycteris_pachypus",5,0,"sampled","PC17_VespertilionidRelated"
"Tylonycteris pygmaeus","Mammals","mammaltree","Tylonycteris_pygmaeus","Tylonycteris_pygmaeus_VESPERTILIONIDAE_CHIROPTERA","Tylonycteris","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Tylonycteris robustula","Mammals","mammaltree","Tylonycteris_robustula","Tylonycteris_robustula_VESPERTILIONIDAE_CHIROPTERA","Tylonycteris","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Tylonycteris_robustula",4,0,"sampled","PC17_VespertilionidRelated"
"Uroderma bakeri","Mammals","mammaltree","Uroderma_bakeri","Uroderma_bakeri_PHYLLOSTOMIDAE_CHIROPTERA","Uroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Uroderma bilobatum","Mammals","mammaltree","Uroderma_bilobatum","Uroderma_bilobatum_PHYLLOSTOMIDAE_CHIROPTERA","Uroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Uroderma_bilobatum",9,0,"sampled","PC16_PhyllostomidRelated"
"Uroderma magnirostrum","Mammals","mammaltree","Uroderma_magnirostrum","Uroderma_magnirostrum_PHYLLOSTOMIDAE_CHIROPTERA","Uroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Uroderma_magnirostrum",8,0,"sampled","PC16_PhyllostomidRelated"
"Vampyressa bidens","Mammals","mammaltree","Vampyressa_bidens","Vampyressa_bidens_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_bidens",5,0,"sampled","PC16_PhyllostomidRelated"
"Vampyressa brocki","Mammals","mammaltree","Vampyressa_brocki","Vampyressa_brocki_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_brocki",2,0,"sampled","PC16_PhyllostomidRelated"
"Vampyressa elisabethae","Mammals","mammaltree","Vampyressa_elisabethae","Vampyressa_elisabethae_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Vampyressa melissa","Mammals","mammaltree","Vampyressa_melissa","Vampyressa_melissa_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_melissa",3,0,"sampled","PC16_PhyllostomidRelated"
"Vampyressa nymphaea","Mammals","mammaltree","Vampyressa_nymphaea","Vampyressa_nymphaea_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_nymphaea",5,0,"sampled","PC16_PhyllostomidRelated"
"Vampyressa pusilla","Mammals","mammaltree","Vampyressa_pusilla","Vampyressa_pusilla_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_pusilla",3,0,"sampled","PC16_PhyllostomidRelated"
"Vampyressa sinchi","Mammals","mammaltree","Vampyressa_sinchi","Vampyressa_sinchi_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Vampyressa thyone","Mammals","mammaltree","Vampyressa_thyone","Vampyressa_thyone_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_thyone",6,0,"sampled","PC16_PhyllostomidRelated"
"Vampyrodes caraccioli","Mammals","mammaltree","Vampyrodes_caraccioli","Vampyrodes_caraccioli_PHYLLOSTOMIDAE_CHIROPTERA","Vampyrodes","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyrodes_caraccioli",7,0,"sampled","PC16_PhyllostomidRelated"
"Vampyrum spectrum","Mammals","mammaltree","Vampyrum_spectrum","Vampyrum_spectrum_PHYLLOSTOMIDAE_CHIROPTERA","Vampyrum","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyrum_spectrum",8,0,"sampled","PC16_PhyllostomidRelated"
"Vespadelus baverstocki","Mammals","mammaltree","Vespadelus_baverstocki","Vespadelus_baverstocki_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_baverstocki",0,0,"imputed","PC17_VespertilionidRelated"
"Vespadelus caurinus","Mammals","mammaltree","Vespadelus_caurinus","Vespadelus_caurinus_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_caurinus",0,0,"imputed","PC17_VespertilionidRelated"
"Vespadelus darlingtoni","Mammals","mammaltree","Vespadelus_darlingtoni","Vespadelus_darlingtoni_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_darlingtoni",0,0,"imputed","PC17_VespertilionidRelated"
"Vespadelus douglasorum","Mammals","mammaltree","Vespadelus_douglasorum","Vespadelus_douglasorum_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_douglasorum",0,0,"imputed","PC17_VespertilionidRelated"
"Vespadelus finlaysoni","Mammals","mammaltree","Vespadelus_finlaysoni","Vespadelus_finlaysoni_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_finlaysoni",0,0,"imputed","PC17_VespertilionidRelated"
"Vespadelus pumilus","Mammals","mammaltree","Vespadelus_pumilus","Vespadelus_pumilus_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_pumilus",0,0,"imputed","PC17_VespertilionidRelated"
"Vespadelus regulus","Mammals","mammaltree","Vespadelus_regulus","Vespadelus_regulus_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_regulus",2,0,"sampled","PC17_VespertilionidRelated"
"Vespadelus troughtoni","Mammals","mammaltree","Vespadelus_troughtoni","Vespadelus_troughtoni_VESPERTILIONIDAE_CHIROPTERA","Vespadelus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vespadelus_troughtoni",0,0,"imputed","PC17_VespertilionidRelated"
